davidson_step,active_pair_index,residual_before,residual_after,accepted,basis_cols,max_relative_eigen_residual,max_relative_eigen_residual_index,pair_28_residual,pair_29_residual,orthogonality_error,restarted
1,29,0.00089574223714139619,2.4269199712003744e-05,1,34,2.4269199712003744e-05,29,8.1735872188420488e-12,2.4269199712003744e-05,1.5099033134902129e-14,0
2,29,2.4269199712003744e-05,1.1117974467321933e-05,1,35,1.1117974467321933e-05,29,7.5828913544581123e-12,1.1117974467321933e-05,1.4210854715202004e-14,0
3,29,1.1117974467321933e-05,6.8919511426969712e-06,1,36,6.8919511426969712e-06,29,6.6233554752668469e-12,6.8919511426969712e-06,1.7319479184152442e-14,0
4,29,6.8919511426969712e-06,6.6499599910827103e-06,1,37,6.6499599910827103e-06,29,5.6037488730204667e-12,6.6499599910827103e-06,1.5099033134902129e-14,0
5,29,6.6499599910827103e-06,5.2745273408915332e-06,1,38,5.2745273408915332e-06,29,5.5832447021027592e-12,5.2745273408915332e-06,1.5765166949677223e-14,0
6,29,5.2745273408915332e-06,3.8179017493720497e-06,1,39,3.8179017493720497e-06,29,5.387515204873613e-12,3.8179017493720497e-06,1.5987211554602254e-14,0
7,29,3.8179017493720497e-06,2.1527694036496989e-06,1,40,2.1527694036496989e-06,29,5.3835748127901354e-12,2.1527694036496989e-06,1.7097434579227411e-14,0
8,29,2.1527694036496989e-06,1.1965828580004546e-06,1,41,1.1965828580004546e-06,29,5.3604805455513654e-12,1.1965828580004546e-06,1.6653345369377348e-14,0
9,29,1.1965828580004546e-06,6.6202151242566802e-07,1,42,6.6202151242566802e-07,29,5.3405450759184426e-12,6.6202151242566802e-07,1.8873791418627661e-14,0
10,29,6.6202151242566802e-07,3.6630968246758624e-07,1,43,3.6630968246758624e-07,29,5.3392904012630016e-12,3.6630968246758624e-07,1.8318679906315083e-14,0
11,29,3.6630968246758624e-07,2.6527932784905407e-07,1,44,2.6527932784905407e-07,29,5.3169631725044945e-12,2.6527932784905407e-07,1.5765166949677223e-14,0
12,29,2.6527932784905407e-07,1.6612629607650802e-07,1,45,1.6612629607650802e-07,29,5.3005400030468111e-12,1.6612629607650802e-07,1.6875389974302379e-14,0
13,29,1.6612629607650802e-07,1.0793737919940557e-07,1,46,1.0793737919940557e-07,29,5.219392417224229e-12,1.0793737919940557e-07,1.6209256159527285e-14,0
14,29,1.0793737919940557e-07,7.4102375306536202e-08,1,47,7.4102375306536202e-08,29,5.2202199678292675e-12,7.4102375306536202e-08,1.7541523789077473e-14,0
15,29,7.4102375306536202e-08,4.6140242333024026e-08,1,48,4.6140242333024026e-08,29,5.143185948809911e-12,4.6140242333024026e-08,1.7430501486614958e-14,0
16,29,4.6140242333024026e-08,2.1501848338575623e-08,1,49,2.1501848338575623e-08,29,5.0704162139770561e-12,2.1501848338575623e-08,1.7763568394002505e-14,0
17,29,2.1501848338575623e-08,1.0196512595031671e-08,1,50,1.0196512595031671e-08,29,5.0169050104317898e-12,1.0196512595031671e-08,1.5765166949677223e-14,0
18,29,1.0196512595031671e-08,6.5837364658975759e-09,1,51,6.5837364658975759e-09,29,4.9683100239954419e-12,6.5837364658975759e-09,1.6875389974302379e-14,0
19,29,6.5837364658975759e-09,5.0544555980799448e-09,1,52,5.0544555980799448e-09,29,4.943758541137382e-12,5.0544555980799448e-09,1.532107773982716e-14,0
20,29,5.0544555980799448e-09,2.822650389556691e-09,1,35,2.822650389556691e-09,29,4.9346262116066883e-12,2.822650389556691e-09,1.5765166949677223e-14,1
21,29,2.822650389556691e-09,1.6666022120115138e-09,1,36,1.6666022120115138e-09,29,4.8653536666088841e-12,1.6666022120115138e-09,1.4654943925052066e-14,0
22,29,1.6666022120115138e-09,8.1031257276664839e-10,1,37,8.1031257276664839e-10,29,4.8427236786921141e-12,8.1031257276664839e-10,1.5765166949677223e-14,0
23,29,8.1031257276664839e-10,4.6931369908569405e-10,1,38,4.6931369908569405e-10,29,4.8090627513291452e-12,4.6931369908569405e-10,1.4654943925052066e-14,0
24,29,4.6931369908569405e-10,2.4226023889461852e-10,1,39,2.4226023889461852e-10,29,4.8177147073059637e-12,2.4226023889461852e-10,1.6653345369377348e-14,0
