repeat,pair_index,lambda,relative_eigen_residual,vector_norm
1,0,-40.190776252600671,4.0535460316015822e-13,1.0000000000000013
1,1,-39.58778384603977,1.7531233569954022e-13,0.99999999999999867
1,2,-39.530151400183094,2.1561684789271048e-13,0.99999999999999778
1,3,-39.530151400183072,3.2557308143279541e-13,1.0000000000000038
1,4,-39.530151400183037,2.517903185011846e-13,0.99999999999999534
1,5,-39.412585414388545,3.8656799531839153e-13,1.0000000000000027
1,6,-39.412585414388516,6.8121002937298552e-14,1.0000000000000022
1,7,-39.402524307527763,2.5804576769724796e-13,0.99999999999999933
1,8,-39.402524307527713,1.0367767054327442e-14,1.0000000000000011
1,9,-39.402524307527649,2.9631145177752492e-14,1.0000000000000009
1,10,-39.376663783891729,2.0963112651263635e-13,0.99999999999999867
1,11,-39.376663783891722,3.1337126122681463e-13,0.999999999999998
1,12,-39.376663783891658,3.4166944087783058e-13,1.0000000000000027
1,13,-39.367701470295501,3.4681032997200217e-13,0.999999999999998
1,14,-39.367701470295437,4.1684186809767447e-13,0.99999999999999567
1,15,-39.364323150450097,2.4264529800089489e-13,1.0000000000000004
1,16,-39.364323150450026,2.0004025477584267e-13,0.999999999999998
1,17,-39.364323150449941,1.8934398755298751e-13,1.0000000000000042
1,18,-39.312786707793258,4.126921091575258e-13,0.99999999999999911
1,19,-39.312786707793201,1.8680614876704326e-13,1.0000000000000031
1,20,-39.312786707793201,6.6910047240756221e-14,1.0000000000000011
1,21,-39.290219883813116,9.5634406445251416e-14,0.99999999999999922
1,22,-39.29021988381308,8.8671133891719602e-14,1.000000000000004
1,23,-39.290219883813016,3.6412830847628989e-13,1.0000000000000002
1,24,-39.176458439526073,4.4013136308475933e-13,1.0000000000000071
1,25,-39.05990213117353,1.0326822931296579e-13,0.99999999999999645
1,26,-39.059902131173494,2.0025899706551284e-13,1.0000000000000029
1,27,-39.059902131173438,3.314677759423462e-13,0.99999999999999312
1,28,-39.023899884567136,3.9755255907619673e-13,1.0000000000000075
1,29,-39.013014208761049,4.8782254708333571e-13,1
